Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building
3497 Junipero Ave,93619,ug-20,380000,3,2.0,1864,True,"6,751",1
729 N Fordham Ave,93611,ug-20,316000,3,1.75,1524,True,"7,453",28
2896 Paula Dr,93612,ug-20,260000,3,2.0,1196,True,"5,998",52
1923 N Ryan Ave,93619,ug-20,675000,5,3.0,3400,True,"10,890",15
3081 Glacier Ln,93619,ug-20,285000,2,2.0,1141,True,-1,2021
1065 Polson Ave,93612,ug-20,300000,3,2.0,1236,True,"6,100",34
1544 San Gabriel Ave,93611,ug-20,343000,4,2.0,1919,True,0.30 a,42
1150 3rd St,93612,ug-20,300000,2,1.0,1612,True,0.28 a,96
2065 Boccioni Ln,93611,ug-20,215000,2,2.0,1140,True,"1,507",12
4141 San Gabriel Ave,93619,ug-20,332500,3,2.0,1650,True,"3,750",3
1879 Megan Ave,93611,ug-20,395000,4,2.0,2030,True,"8,049",17
128 W Vermont Ave,93619,ug-20,447000,4,2.0,2104,True,0.34 a,19
1478 Scott Ave,93611,ug-20,263000,3,2.0,1453,True,"6,795",46
26106 Pittman Hill Rd,93619,ug-20,355000,3,2.0,1624,True,7.90 a,30
1924 Polson Ave,93611,ug-20,389900,4,3.0,2556,True,"6,499",25
2125 San Jose Ave,93611,ug-20,307000,3,2.0,1506,True,"10,118",36
328 W Vermont Ave,93619,Jul-20,465000,3,3.0,2220,True,"10,018",19
944 W Pico Ave,93612,Jul-20,230000,3,2.0,1100,True,"5,401",52
190 N Hughes Ave,93612,Jul-20,384000,4,1.0,-1,True,"10,750",41
1703 De Wolf Ave,Clovis,Jul-20,485000,2,1.0,-1,True,-1,20
1478 Morris Ave,93611,Jul-20,280000,3,2.0,1715,True,"6,420",39
119 Adler Ave,93612,Jul-20,412000,3,2.0,2137,True,"9,504",32
2471 Poe Ave,93611,Jul-20,479000,4,3.0,2714,True,"7,740",26
3466 Trenton Ln,93619,Jul-20,430000,3,4.0,2298,True,"6,420",7
311 W Paul Ave,93612,Jul-20,354000,3,3.0,2738,True,"5,227",28
3398 Wrenwood Ave,93619,Jul-20,585000,5,4.0,3660,True,"10,454",4
966 Carmelita Ave,93619,Jul-20,503500,3,5.0,3058,True,"5,130",0
1477 Jordan Ave,93611,Jul-20,682500,4,3.0,2672,True,"8,751",1
4708 N Crestmoor Ave,93619,Jul-20,610000,5,3.0,3150,True,-1,2021
742 McArthur Ave,93611,Jul-20,390000,4,2.75,2440,True,"10,772",30
3955 Ramona Ave,93619,Jul-20,390000,4,3.0,2536,True,"4,848",2
3233 Monviso Ln,93619,Jul-20,302000,3,2.75,1560,True,"2,879",7
1294 Oak Ave,93611,Jul-20,430000,4,2.0,2910,True,"7,487",27
60 N Hughes Ave,93612,Jul-20,295000,3,2.0,1556,True,"6,499",43
2372 Trenton Ave,93619,Jul-20,-1,4,3.0,2999,True,0,20
3038 Aerial Ln,93619,Jul-20,-1,3,2.5,1560,True,"3,149",5
869 Hermosa Ave,93619,Jul-20,490000,4,3.75,2971,True,"7,819",3
2372 Trenton Ave,93619,Jul-20,-1,4,3.0,2999,True,0,20
10416 E Fieldstone Ave,93619,Jul-20,430000,5,3.5,3224,True,"7,200",19
1812 N Graybark Ave,93619,Jul-20,390000,3,2.0,1995,True,"9,247",15
2042 Ellery Ave,93611,Jul-20,395000,3,2.0,2336,True,"8,398",36
2543 Paul Ave,93611,Jul-20,345000,4,2.0,1735,True,"7,453",31
3435 La Jolla Ave,93619,Jul-20,355500,3,2.0,1870,True,"5,311",0
652 N Shirley Ave,93611,Jul-20,300000,4,2.0,1550,True,"6,534",27
2763 Nees Ave,93611,Jul-20,643500,3,3.0,2200,True,2.39 a,39
1645 Carolina Ave,93611,Jul-20,480000,5,3.0,2815,True,0.30 a,27
1952 N McArthur Ave,93619,Jul-20,526000,5,3.0,2601,True,"7,875",16
2955 Roberts Ave,93611,Jul-20,430000,4,3.0,2287,True,"8,886",16
221 W Bedford Ave,93611,Jul-20,338000,3,2.0,1550,True,"4,382",26
3561 Lansing Ave,93619,Jul-20,377500,4,3.0,2013,True,"4,550",4
1562 McKelvy Ave,93611,Jul-20,525000,4,3.0,2510,True,"8,250",27
581 W Derbyshire Ln,93619,Jul-20,725000,3,2.0,2432,True,"9,029",13
1955 N Jasmine Ave,93619,Jul-20,585000,4,2.75,2949,True,0.27 a,17
3071 Redington Ave,93619,Jul-20,310000,3,2.0,1215,True,"3,824",10
1311 Purvis Cir,93611,Jul-20,297500,3,1.75,1453,True,"7,701",45
1672 Norwich Ave,93611,Jul-20,225000,4,1.75,1813,True,0.26 a,37
1018 El Molino Ave,93619,Jul-20,447000,4,3.0,2664,True,"5,010",0
2641 Buckingham Ave,93611,Jul-20,429000,5,3.0,3163,True,"7,422",18
1824 Stonebrook Ln E,93611,Jul-20,325500,3,2.0,1681,True,"4,268",24
2990 Terry Ave,93612,Jul-20,260000,3,2.0,1470,True,"8,015",38
2947 Twain Ave,93611,Jul-20,356000,3,3.0,1628,True,"7,562",17
3228 Rialto Ave,93619,Jul-20,412000,3,2.5,2119,True,"9,121",15
2602 Purdue Ave,93611,Jul-20,252000,4,1.75,1570,True,"10,450",43
4358 Salem Ln,93619,Jul-20,480000,4,3.0,2522,True,"4,839",6
265 W Birch Ave,93611,Jul-20,275000,3,2.0,1110,True,"5,998",23
10579 E Fieldstone Ave,93619,Jul-20,376000,3,2.5,2306,True,"10,711",20
3854 Hampton Way,93619,Jul-20,322500,3,2.0,1440,True,-1,2021
3086 Kenosha Ave,93619,Jul-20,620000,4,4.0,2785,True,"8,751",3
1515 Purvis Ave,93611,Jul-20,350000,3,1.75,1694,True,"9,382",36
1693 N Broadbent Ln,93619,Jul-20,530000,5,3.5,3331,True,"6,420",7
1635 Scott Pl,93611,Jul-20,335000,4,2.0,1594,True,"7,230",46
358 W Vermont Ave,93619,Jul-20,604000,5,3.5,3257,True,"10,001",19
930 Brookside Dr,93612,Jul-20,230000,4,1.75,1221,True,"6,969",48
2113 Everglade Ave,93619,Jul-20,495000,4,2.0,2384,True,"7,562",17
1911 N Rogers Ave,93619,Jul-20,450000,4,2.0,2104,True,"9,618",14
3501 Muse Way,93619,Jul-20,297000,3,2.5,1608,True,"2,522",4
4082 Salem Ln,93619,Jul-20,349000,3,2.0,1613,True,"4,839",8
1842 N Whitehorse Ln,93619,Jul-20,470000,4,3.0,2257,True,"8,398",6
1023 N Karen Ave,93611,Jul-20,460000,3,2.5,2535,True,"8,250",23
447 W Keats Ave,93612,Jul-20,245000,3,1.5,1630,True,"5,998",60
4684 N Emerald Peak Dr,93619,Jul-20,340000,3,2.0,1942,True,"7,021",17
16015 Sample Rd,93619,Jul-20,1000000,4,3.5,3208,True,19.98 a,35
4185 Alamos Ave,93619,Jul-20,360000,3,1.75,1899,True,"5,227",2
1659 Glen Dunbar Ln,93619,Jul-20,292000,2,2.0,1271,True,"3,219",15
1724 Laverne Ave,93611,Jul-20,286000,3,2.0,1268,True,"7,215",46
2470 Lombard Ln,93619,Jul-20,293500,3,2.5,1212,True,"3,571",2021
3830 Leigh Ln,93619,Jul-20,390000,3,2.0,1855,True,"5,823",2
2534 Las Rosas Ave,93619,Jul-20,396000,4,1.5,2000,True,"6,534",2
1195 N Jasmine Ave,93611,Jul-20,490000,4,3.0,2464,True,"7,840",14
3688 Richmond Ave,93619,Jul-20,312500,4,3.0,1595,True,"2,086",8
5038 E Cole Ave,93619,Jul-20,690000,4,3.0,2865,True,2.00 a,41
6854 N Leonard Ave,93619,Jul-20,860000,6,5.0,3431,True,2.01 a,17
815 Joliet Ln,93619,Jul-20,299000,3,2.5,1464,True,"3,654",13
3813 Hannah Ln,93619,Jul-20,427000,4,3.0,2316,True,"5,662",0
1870 N Hanson Ave,93619,Jul-20,885000,5,3.5,4183,True,"7,501",5
2257 Stanford Ave,93611,Jul-20,320000,4,2.0,1570,True,"7,261",43
161 W Pilgrim Ln,93612,Jul-20,207000,3,2.5,1507,True,"1,350",36
2524 Sierra Madre Ave,93611,Jul-20,449000,4,2.5,2060,True,0.32 a,20
466 W Tenaya Ave,93612,Jul-20,450000,4,3.0,2335,True,0.32 a,38
4247 Salem Ln,93619,Jul-20,455000,5,3.0,2428,True,"4,839",6
1999 N Nicolette Ave,93619,Jul-20,490000,4,2.0,2521,True,"8,751",12
1659 N Monaco Ln,93619,Jul-20,330000,3,2.5,1818,True,"3,219",18
1018 Ramona Ave,93612,Jul-20,267500,3,2.0,1380,True,"5,227",27
3426 Saginaw Ave,93619,Jul-20,365000,4,3.0,2013,True,"4,356",5
1942 N Todd Hedrick Ln,93619,Jul-20,359000,4,2.75,1960,True,"3,219",13
2063 Alluvial Ave,93611,Jul-20,399000,3,2.0,1515,True,0.92 a,60
1440 Fir Ave,93611,Jul-20,315000,4,2.0,1524,True,"5,998",28
1893 N Filbert Ave,93619,Jul-20,740000,7,1.0,-1,True,0.31 a,17
1652 N Villa Ave,93619,Jul-20,393000,3,2.0,1700,True,"8,624",19
26 W Bohemia Ln,93619,Jul-20,333000,3,3.0,1828,True,"3,036",14
1559 Lambourn Way,93619,Jul-20,265000,3,3.0,1212,True,"2,051",2
2460 Lombard Ln,93619,Jul-20,295000,3,2.5,1212,True,"2,570",2021
1926 Minarets Ln,93611,Jul-20,308000,3,2.5,1648,True,"2,134",2021
27723 Paradise Valley Ln,93619,Jul-20,672000,4,3.0,3039,True,40.00 a,24
685 W Edinburgh Ln,93619,Jul-20,300000,3,2.0,1271,True,"3,312",15
1711 Fowler Ave,93611,Jul-20,315000,4,2.0,1522,True,"7,117",47
4056 Portals Ave,Clovis,Jul-20,347000,3,1.0,-1,True,-1,2021
3494 Bellaire Ave,93619,Jul-20,365000,3,2.5,1833,True,"4,390",6
3042 Everglade Ave,93619,Jul-20,430000,3,2.0,2145,True,"8,398",15
931 Stanford Ave,93611,Jul-20,329000,3,1.75,1837,True,"8,964",43
6252 N Sheridan Rd,93619,Jul-20,590000,3,2.0,2279,True,2.28 a,40
872 Fedora Ave,93612,Jul-20,200000,3,2.0,1620,True,"10,846",27
3875 Richmond Ave,93619,Jul-20,-1,3,2.0,1452,True,"3,201",12
3386 Trenton Ave,93619,Jul-20,1380000,5,4.0,4250,True,0.34 a,2
344 N Greco Ln,93611,Jul-20,210000,2,1.75,1140,True,-1,2021
1110 Palo Alto Ave,93612,Jul-20,285000,3,2.0,1234,True,"6,298",31
713 Burl Ave,93611,Jul-20,308100,3,1.75,1965,True,"8,886",30
1727 N Hughes Ave,93619,Jul-20,410000,3,2.0,1800,True,"6,242",15
739 W Beverly Dr,93612,Jul-20,295000,4,2.5,1733,True,"6,272",44
5445 N McCall Ave,93619,Jul-20,465000,3,2.0,1887,True,2.30 a,43
2366 Sierra Ave,93611,Jul-20,255000,4,1.75,1844,True,4.70 a,54
1769 Megan Ave,93611,Jul-20,394000,3,2.0,2030,True,"7,701",16
4060 Trenton Ave,93619,Jul-20,340000,4,2.75,1928,True,"2,482",11
808 Toulouse Ln,93619,Jul-20,354000,3,2.5,2137,True,"3,449",14
2846 Dennis Ave,93611,Jul-20,330000,3,2.0,1349,True,-1,2021
3318 Powers Ave,93619,Jul-20,563000,4,3.0,2600,True,"8,751",15
3253 Stanford Ave,93611,Jul-20,348000,4,2.0,1940,True,"7,405",32
1857 Bedford Ave,93611,Jul-20,440000,3,2.0,2040,True,0.25 a,16
8163 N Fowler Ave,93619,Jul-20,1350000,5,3.5,3798,True,2.40 a,3
11900 Mendocino Ave,93619,Jul-20,462000,3,2.0,1531,True,50.00 a,31
3848 Fairmont Ave,93619,Jul-20,372000,3,2.5,2112,True,"5,357",5
3503 Magnificent Way,93619,Jul-20,305000,3,3.0,1648,True,"1,995",4
3953 Serena Ave,93619,Jul-20,485000,4,3.25,2128,True,"8,712",11
4060 Trenton Ave,93619,Jul-20,340000,4,2.75,1928,True,"2,482",11
38 W Norwich Ave,93612,Jul-20,275000,3,1.75,1404,True,"6,930",48
4728 N Fallingwater Ln,93619,Jul-20,580000,5,4.0,3782,True,0.29 a,14
3655 N Thompson Ave,93619,Jul-20,305000,3,2.0,1440,True,4.80 a,44
436 Harvard Ave,93612,Jul-20,325000,3,2.0,1420,True,"7,100",91
4672 N Windward Way,93619,Jul-20,390000,3,2.0,1791,True,"8,712",17
1740 N Hornet Ave,93619,Jul-20,528500,3,3.0,2278,True,-1,2021
75 Oxford Ave,93612,Jul-20,360000,3,2.0,2070,True,0.29 a,42
533 W Omaha Ave,93619,Jul-20,509000,4,3.0,2517,True,"8,502",21
4237 Serena Ln,93619,Jul-20,338000,3,2.0,1623,True,"3,702",13
724 W Santa Ana Ave,93612,Jul-20,255000,3,1.75,1313,True,"6,098",55
5034 N Indianola Ave,93619,Jul-20,590000,3,3.0,3753,True,4.16 a,31
2691 Dennis Ave,93611,Jul-20,315000,4,2.0,1494,True,"6,599",26
2937 Twinberry Ave,93619,Jul-20,558000,5,4.0,3626,True,"7,906",6
1572 Robinwood Ave,93611,Jul-20,300000,3,2.0,1526,True,"6,534",45
3772 Wrenwood Ave,93619,Jul-20,485000,4,3.75,2971,True,"6,534",5
2675 Burgan Ave,93611,Jul-20,502000,4,3.0,2508,True,"9,147",5
3058 Ashcroft Ave,93619,Jul-20,398000,4,2.5,2743,True,"8,624",15
2937 Twinberry Ave,93619,Jul-20,558000,5,4.0,3626,True,"7,906",6
2691 Dennis Ave,93611,Jul-20,315000,4,2.0,1494,True,"6,599",26
3336 Dennis Ave,93619,Jul-20,460000,4,2.0,2266,True,"8,468",10
3772 Wrenwood Ave,93619,Jul-20,485000,4,3.75,2971,True,"6,534",5
3564 Cordova Ave,93619,Jul-20,472500,5,4.0,3024,True,"4,499",1
2820 Lincoln Ave,93611,Jul-20,344000,3,1.75,1646,True,"8,363",18
2270 Deauville Cir,93619,Jul-20,585000,4,3.0,3437,True,"9,121",17
3324 Sierra Madre Ave,93619,Jul-20,455000,4,3.0,2491,True,"7,840",13
1578 Gettysburg Ave,93611,Jul-20,-1,3,1.75,1540,True,"7,797",40
2686 Palo Alto Ave,93611,Jul-20,340000,3,2.0,1787,True,"6,181",25
10405 E Lylewood Way,93619,Jul-20,349000,4,2.0,2344,True,"7,200",20
729 W Indianapolis Ave,93612,Jul-20,257000,3,1.75,1100,True,"6,599",50
4013 Flint Ave,93619,Jul-20,430000,3,3.0,2277,True,"6,534",2
2868 Graybark Ave,93619,Jul-20,549000,5,3.0,3067,True,0.29 a,7
3174 Laverne Ave,93611,ul-20,400000,4,3.0,2674,True,"8,712",15
4171 San Gabriel Ave,93619,ul-20,320000,3,2.0,1635,True,"3,750",3
1534 Tollhouse Ln,93611,ul-20,245000,3,2.0,1445,True,"1,999",35
2445 Mitchell Ave,93611,ul-20,318000,3,1.75,1676,True,"7,562",34
8 San Gabriel Ave,93612,ul-20,240000,3,2.0,1320,True,"6,969",29
1770 N Bush Ave,93619,ul-20,505000,5,3.0,2854,True,"10,018",19
3044 Burgan Ave,93611,ul-20,371000,3,2.0,1707,True,"8,851",34
2222 Harvard Ave,93612,ul-20,355000,5,4.0,2282,True,"10,890",36
2090 Hanson Ave,93611,ul-20,307000,4,2.5,1564,True,"5,501",20
3251 Enterprise Ave,93619,ul-20,536000,4,2.5,2496,True,"8,751",3
2356 Los Altos Ave,93611,ul-20,330000,3,2.0,1698,True,"7,649",34
4034 Heritage Ln,93619,ul-20,408000,4,3.0,2202,True,"4,839",11
3175 Prescott Ave,93619,ul-20,525500,4,2.0,2145,True,"9,940",14
2145 Boccioni Ln,93611,ul-20,215000,2,2.0,1140,True,"1,507",12
2864 Deauville Ave,93619,ul-20,537000,3,3.0,2600,True,"6,480",1
632 W Palo Alto Ave,93612,ul-20,440000,5,3.0,2398,True,0.31 a,16
1062 N Claremont Ave,93611,ul-20,340000,3,2.0,1752,True,"6,198",27
3180 Redington Ave,93619,ul-20,318000,3,2.0,1379,True,"7,400",10
25 N Burgan Ave,93611,ul-20,380000,4,3.0,2512,True,"6,298",26
3772 Euphoria Pl,93619,ul-20,295000,3,3.0,1648,True,"2,051",3
1860 N Hanson Ave,93619,ul-20,684500,3,3.0,2725,True,"7,501",6
2539 Stuart Ave,93611,ul-20,260000,3,2.0,1560,True,"7,819",30
2105 Agua Dulce Ave,93619,ul-20,360000,3,2.0,1899,True,"5,998",1
1504 N Vanguard Way,93619,ul-20,305000,3,2.5,1667,True,"2,130",7
3649 Flint Ave,93619,ul-20,425000,4,3.0,2399,True,"5,227",2
1451 N Harvard Ave,93619,ul-20,615000,4,3.0,2876,True,0.29 a,17
3765 Robinwood Ave,93619,ul-20,322000,3,2.0,1515,True,"5,819",6
1964 Polson Ave,93611,ul-20,356000,4,2.0,1964,True,"6,534",24
63 W Bordeaux Ln,93619,ul-20,315000,3,2.75,1546,True,"3,036",17
1066 La Canada Ave,93619,ul-20,343100,3,2.0,1515,True,"6,359",2021
968 Purdue Ave,93611,ul-20,279000,3,2.0,1526,True,"7,501",45
4773 N Pinebury Way,93619,ul-20,430000,5,3.0,3100,True,"8,276",20
616 Houston Ave,93611,ul-20,562500,4,3.0,3063,True,0.29 a,21
4268 Salem Ln,93619,ul-20,384000,3,2.0,1870,True,"5,279",6
711 W Lisbon Ln,93619,ul-20,295000,2,2.0,1271,True,"3,310",16
2912 Paula Dr,93612,ul-20,-1,3,2.0,1100,True,"5,998",53
711 Woodworth Ave,93612,ul-20,280000,3,2.0,1375,True,"7,492",27
4005 Harlan Ranch Blvd,93619,ul-20,290000,2,2.5,1300,True,-1,2021
616 Houston Ave,93611,ul-20,562500,4,3.0,3063,True,0.29 a,21
2912 Paula Dr,93612,ul-20,-1,3,2.0,1100,True,"5,998",53
3319 Poe Ave,93619,ul-20,361500,3,2.0,1621,True,"5,998",12
2321 Magill Ave,93611,ul-20,472000,6,3.25,3038,True,"8,494",21
245 Mitchell Ave,93612,ul-20,230000,3,1.75,1008,True,"7,217",60
555 W Alamos Ave,93612,ul-20,340000,5,2.75,2222,True,0.41 a,44
3602 E Shepherd Ave,93619,ul-20,350000,3,1.5,1400,True,1.01 a,57
630 W Ashcroft Ave,93612,ul-20,210000,3,1.75,1244,True,"6,316",50
915 Purdue Ave,93611,Jun-20,285000,4,2.0,1750,True,"6,699",45
1062 Kaweah Ave,93619,Jun-20,490000,4,3.0,2496,True,0.34 a,6
2986 Indianapolis Ave,93611,Jun-20,323000,3,2.5,1872,True,"4,717",15
11032 E Crown Rdg,93619,Jun-20,540000,5,3.5,3085,True,0.42 a,17
1940 N Dartmouth Ave,93619,Jun-20,489500,4,3.0,2870,True,"10,558",15
2231 Miami Ave,93611,Jun-20,255000,3,1.75,1495,True,"7,344",42
2885 Richert Ave,93611,Jun-20,480000,3,2.0,2287,True,0.26 a,17
3136 Browning Ave,93619,Jun-20,330000,3,2.0,1580,True,"4,499",6
232 W Bedford Ave,93611,Jun-20,285000,3,2.0,1245,True,"4,085",26
99 W Beverly Dr,93612,Jun-20,688000,12,9.0,5456,True,0.31 a,32
2594 Scott Ave,93611,Jun-20,405000,4,2.0,2158,True,"10,402",27
9144 E Herndon Ave,93619,Jun-20,320000,3,1.0,1096,True,2.00 a,74
50 Woodworth Ave,93612,Jun-20,-1,3,1.75,1430,True,0.26 a,68
2554 Calimyrna Ave,93611,Jun-20,-1,4,2.5,1821,True,"7,597",24
848 Whitmore Ave,93619,Jun-20,320000,3,2.0,1369,True,"4,500",9
2540 Serena Ave,93619,Jun-20,572500,5,3.0,3141,True,"9,008",17
25878 White Thorne Rd,93619,Jun-20,293000,2,1.0,866,True,5.00 a,90
3720 Parkstone Way,93619,Jun-20,261500,3,2.5,1212,True,"2,090",2021
2554 Calimyrna Ave,93611,Jun-20,-1,4,2.5,1821,True,"7,597",24
848 Whitmore Ave,93619,Jun-20,320000,3,2.0,1369,True,"4,500",9
50 Woodworth Ave,93612,Jun-20,-1,3,1.75,1430,True,0.26 a,68
27674 Twin Ponds Rd,93619,Jun-20,-1,3,2.0,2390,True,2.08 a,41
4267 Salem Ln,93619,Jun-20,-1,4,4.5,2522,True,"4,835",6
3922 Flint Ave,93619,Jun-20,-1,4,3.0,2378,True,"6,751",4
3620 Judy Ave,93612,Jun-20,255000,3,2.0,1380,True,"5,998",26
25878 White Thorne Rd,93619,Jun-20,293000,2,1.0,866,True,5.00 a,90
1747 N Jasmine Ave,93619,Jun-20,587500,6,3.0,3806,True,"8,258",18
1890 Lawrence Ave,93611,Jun-20,305000,3,2.0,1314,True,"4,948",18
7544 E Shaw Ave,93619,Jun-20,1375000,1,1.0,1270,False,10.00 a,98
3568 Magnificent Way,93619,Jun-20,270000,3,2.5,1212,True,"2,051",5
26348 Redhawk Ln,93619,Jun-20,530000,3,3.0,2412,True,5.00 a,29
11626 E Bullard Ave,93619,Jun-20,499000,4,2.0,1930,True,0.30 a,63
727 W Siena Ln,93619,Jun-20,315000,3,2.5,1979,True,"3,036",18
3237 E International Ave,93619,Jun-20,-1,3,1.75,2125,True,5.03 a,65
3530 Taylor Ln,93619,Jun-20,341000,4,3.0,1797,True,-1,2021
10831 E Kingfisher Ct,93619,Jun-20,610000,4,3.0,2893,True,"9,217",5
1895 N Whiteash Ave,93619,Jun-20,510000,4,3.0,2856,True,"9,861",14
171 W Serena Ave,93619,Jun-20,440000,5,2.0,2261,True,"8,476",17
1850 Serena Ave,93619,Jun-20,503000,5,3.0,2601,True,"7,318",16
4103 Harlan Ranch Blvd,93619,Jun-20,290000,2,2.5,1300,True,"2,482",10
958 McKelvy Ave,93611,Jun-20,349000,4,2.0,1900,True,"7,579",31
641 W Norwich Ave,93612,Jun-20,250000,3,2.0,1100,True,"6,969",51
1911 Minarets Ln,93611,Jun-20,305500,3,3.0,1390,True,-1,0
481 W Santa Ana Ave #4,93612,Jun-20,109000,2,1.0,840,True,801,49
481 W Santa Ana Ave #4,93612,Jun-20,109000,2,1.0,840,True,801,49
268 W Fallbrook Ave,93611,Jun-20,297500,3,2.0,1413,True,"4,486",29
3417 Greenfield Ave,93611,Jun-20,438000,5,3.0,2440,True,"7,840",23
2479 Dennis Ave,93611,Jun-20,352500,3,2.0,1555,True,"8,276",34
1627 Glen Kippen Ln,93619,Jun-20,320000,4,2.5,1616,True,"3,354",15
2832 Morris Ave,93611,Jun-20,435000,4,2.0,2237,True,"10,084",17
3800 Chessa Ln,93619,Jun-20,322500,3,2.0,1435,True,"4,948",9
3140 Holland Ave,93619,Jun-20,325000,3,2.0,1379,True,"4,382",8
55 W Brittany Ln,93619,Jun-20,275000,2,2.0,1271,True,"3,036",17
3343 Monterosa Ln,93619,Jun-20,300000,3,2.5,1558,True,"2,787",6
3306 San Gabriel Ave,93619,Jun-20,-1,5,3.0,2848,True,"8,363",14
1561 Lincoln Ave,93611,Jun-20,291000,3,2.0,1520,True,"7,000",44
2406 Sierra Ave,93611,Jun-20,256500,3,1.75,1857,True,"7,623",26
59 W Holland Ave,93612,Jun-20,180000,3,1.75,1268,True,"6,912",48
834 Fremont Ave,93612,Jun-20,370000,3,2.0,1952,True,"7,810",27
4201 Serena Ln,93619,Jun-20,260000,2,2.0,1280,True,"3,402",13
6195 N De Wolf Ave,93619,Jun-20,610000,5,3.0,2877,True,2.03 a,42
847 Loyola Ave,93619,Jun-20,460000,3,2.25,2265,True,"6,141",15
3419 El Dorado Ave,93619,Jun-20,338000,3,3.0,1900,True,-1,2021
1309 Aristocracy Way,93619,Jun-20,285000,3,3.0,1413,True,"2,178",5
3711 Serena Ave,93619,Jun-20,450000,4,3.0,2256,True,"8,751",13
3231 Alps Ln,93619,Jun-20,297000,3,2.75,1753,True,"3,149",7
626 N Helm Ave,93611,Jun-20,340000,4,2.5,1943,True,"9,555",32
678 Prescott Ave,93619,Jun-20,392000,3,2.0,1868,True,"6,565",14
1733 Glen Dunbar Ln,93619,Jun-20,265000,2,2.0,1271,True,"3,219",15
2625 Robinwood Ave,93611,Jun-20,340000,3,2.0,1750,True,"6,368",18
2625 Robinwood Ave,93611,Jun-20,340000,3,2.0,1750,True,"6,368",18
1140 N Homsy Ave,93611,Jun-20,436000,3,2.5,2073,True,"9,378",28
2139 Escalon Ave,93611,Jun-20,406000,3,2.0,2700,True,"10,219",30
4173 Serena Ave,93619,Jun-20,420000,4,3.0,2065,True,"7,405",11
1646 Shirley Ave,93611,Jun-20,230500,3,1.75,1453,True,"7,405",47
919 W Pico Ave,93612,Jun-20,267500,3,2.0,1466,True,"7,479",52
4562 N Quail Lake Dr,93619,Jun-20,835000,3,2.5,2800,True,"1,250",19
2645 Holly Ave,93611,Jun-20,570000,5,3.0,2968,True,0.30 a,20
2457 Redington Ave,93619,Jun-20,390000,3,2.0,2262,True,"7,570",15
3143 Armstrong Ave,93611,Jun-20,435000,4,2.5,2337,True,"10,846",1
3196 Kenosha Ave,93619,Jun-20,784000,5,4.0,3364,True,0.37 a,4
3100 Holland Ave,93619,Jun-20,320500,3,2.0,1379,True,"4,356",8
3361 Enterprise Ave,93619,Jun-20,590000,5,4.0,3331,True,0.40 a,3
3523 Hampton Way,93619,Jun-20,333000,3,2.0,1504,True,"4,356",6
2998 Claremont Ave,93611,Jun-20,270000,3,2.0,1400,True,"7,888",40
486 W Alamos Ave #2,93612,Jun-20,-1,2,1.0,843,True,435,49
468 W Alamos Ave #3,93612,Jun-20,-1,2,1.0,843,True,435,49
3067 San Gabriel Ave,93619,Jun-20,525000,4,3.0,3410,True,"9,204",15
1893 N Ryan Ave,93619,Jun-20,560000,4,3.0,2600,True,"9,583",15
11050 E Mitchell Peak Way,93619,Jun-20,506000,5,3.5,3304,True,0.28 a,14
453 W Alamos Ave #2,93612,Jun-20,-1,2,1.0,843,True,435,49
27022 Twin Ponds Rd,93619,Jun-20,320000,3,2.0,1786,True,2.00 a,40
453 W Alamos Ave #1,93612,Jun-20,-1,2,1.0,800,True,784,49
424 W Santa Ana Ave,93612,Jun-20,-1,3,2.0,1288,True,"6,011",55
451 W Santa Ana Ave #2,93612,Jun-20,-1,2,1.0,843,True,653,49
431 W Santa Ana Ave #1,93612,Jun-20,-1,2,1.0,810,True,779,49
1668 Holland Ave,93611,Jun-20,230000,3,1.75,1028,True,"7,840",36
2519 La Canada Ave,93619,Jun-20,430000,3,2.0,2148,True,"6,573",4
25362 White Thorne Rd,93619,Jun-20,419000,4,3.0,2354,True,5.07 a,18
7451 N Traverse Ave,93619,Jun-20,1665000,5,3.0,4307,True,1.90 a,14
610 W Casanova Ln,93619,Jun-20,272000,3,2.0,1271,True,"2,813",15
3272 Bellaire Ave,93619,Jun-20,359000,4,3.0,1779,True,"9,768",10
176 W Santa Ana Ave,93612,Jun-20,200000,3,1.75,1148,True,"6,751",39
435 W Trenton Ave,93619,Jun-20,489000,3,2.0,1833,True,"7,052",10
3556 Cordova Ave,93619,Jun-20,378500,3,3.0,2013,True,"4,499",2
501 Burl Ave,93611,Jun-20,450000,4,3.0,3138,True,"7,590",27
1620 N Locan Ave,93619,Jun-20,1050000,14,1.0,-1,True,5.00 a,43
3475 Las Rosas Ave,93619,Jun-20,445000,4,3.5,2658,True,"6,272",1
2247 Donner Ave,93611,Jun-20,425000,3,3.0,2324,True,"6,838",3
83 W Bedford Ave,93611,Jun-20,490000,4,2.0,2251,True,"7,840",18
3156 Browning Ave,93619,Jun-20,392000,5,3.0,2635,True,-1,2021
2101 Polson Ave,93611,Jun-20,313000,3,1.75,1578,True,"5,998",31
1687 Bedford Ave,93611,Jun-20,380000,4,2.0,1851,True,-1,2021
1417 Birch Ave,93611,Jun-20,302000,3,2.25,1337,True,"7,840",28
6334 N De Wolf Ave,93619,Jun-20,1050000,4,4.5,3900,True,2.01 a,15
340 W Serena Ave,93619,Jun-20,424500,4,2.0,1921,True,"8,999",17
