Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building,Parks,SexualOffenders
21642 Tollhouse Rd,93619,Aug-20,405000.0,4,3,2684,True, 3.97 a,28,7,0
2525 Fairmont Ave,93611,Aug-20,475000.0,3,3,2064,True, 0.33 a,21,6,24
1509 Douglas Ave,93611,Aug-20,485000.0,5,3,3479,True, 0.32 a,42,6,24
61 W Serena Ave,93619,Aug-20,395000.0,3,2,1800,True," 6,181 ",15,7,0
1415 Wrenwood Ave,93611,Aug-20,245000.0,3,2,1307,True," 7,474 ",46,6,24
3912 Morris Ln,93619,Aug-20,387896.0,3,3,2058,True," 4,147 ",0,7,0
1045 Sanders Ave,93619,Aug-20,465000.0,5,4,3243,True," 4,948 ",2,7,0
3912 Morris Ln,93619,Aug-20,387896.0,3,3,2058,True," 4,147 ",0,7,0
1738 Goshen Ave,93611,Aug-20,480000.0,5,3,2815,True," 10,079 ",26,6,24
965 Sanders Ave,93619,Aug-20,418560.0,4,3,2522,True," 4,950 ",0,7,0
3431 Smith Ln,93619,Aug-20,330000.0,3,2,1559,True," 4,002 ",4,7,0
3231 Salem Ave,93619,Aug-20,555000.0,3,3,2726,True," 7,623 ",2,7,0
612 Lincoln Ave,93612,Aug-20,260000.0,3,1,1456,True," 7,405 ",71,7,67
162 N Helm Ave,93612,Aug-20,408070.0,4,2,1851,True," 8,001 ",17,7,67
245 N McKelvy Ave,93611,Aug-20,340000.0,3,2,1735,True," 7,845 ",29,6,24
2724 Burlingame Ave,93611,Aug-20,345000.0,4,2,1787,True," 6,242 ",25,6,24
2936 Robinwood Ave,93611,Aug-20,440000.0,5,3,2404,True," 7,405 ",17,6,24
3653 Elevations Way,93619,Aug-20,302500.0,3,3,1595,True," 1,800 ",9,7,0
1971 N Duke Ave,93619,Aug-20,580000.0,4,2,2251,True, 0.40 a,14,7,0
1983 N Miramar Ln,93619,Aug-20,335000.0,4,2.5,1979,True," 3,267 ",15,7,0
1625 Willow Ave,93612,Aug-20,191400.0,2,1.75,1320,True," 2,565 ",39,7,67
669 W Pat Dr,93612,Aug-20,268000.0,3,1.75,1420,True," 6,446 ",51,7,67
2144 Lester Ave,93619,ug-20,485000.0,4,3,2595,True," 7,875 ",17,7,0
715 W Brittany Ln,93619,ug-20,336000.0,3,2.75,1979,True," 3,036 ",17,7,0
1051 N Armstrong Ave,93611,ug-20,500000.0,3,3,2478,True, 0.27 a,21,6,24
1719 Athens Ave,93611,ug-20,375000.0,3,2,1600,True," 7,474 ",24,6,24
44 W Scandia Ln,93619,ug-20,326000.0,3,2.5,1601,True," 3,036 ",16,7,0
3497 Junipero Ave,93619,ug-20,380000.0,3,2,1864,True," 6,751 ",1,7,0
729 N Fordham Ave,93611,ug-20,316000.0,3,1.75,1524,True," 7,453 ",28,6,24
2896 Paula Dr,93612,ug-20,260000.0,3,2,1196,True," 5,998 ",52,7,67
1923 N Ryan Ave,93619,ug-20,675000.0,5,3,3400,True," 10,890 ",15,7,0
3081 Glacier Ln,93619,ug-20,285000.0,2,2,1141,True,-1,-1,7,0
1065 Polson Ave,93612,ug-20,300000.0,3,2,1236,True," 6,100 ",34,7,67
1544 San Gabriel Ave,93611,ug-20,343000.0,4,2,1919,True, 0.30 a,42,6,24
1150 3rd St,93612,ug-20,300000.0,2,1,1612,True, 0.28 a,96,7,67
2065 Boccioni Ln,93611,ug-20,215000.0,2,2,1140,True," 1,507 ",12,6,24
4141 San Gabriel Ave,93619,ug-20,332500.0,3,2,1650,True," 3,750 ",3,7,0
1879 Megan Ave,93611,ug-20,395000.0,4,2,2030,True," 8,049 ",17,6,24
128 W Vermont Ave,93619,ug-20,447000.0,4,2,2104,True, 0.34 a,19,7,0
1478 Scott Ave,93611,ug-20,263000.0,3,2,1453,True," 6,795 ",46,6,24
26106 Pittman Hill Rd,93619,ug-20,355000.0,3,2,1624,True, 7.90 a,30,7,0
1924 Polson Ave,93611,ug-20,389900.0,4,3,2556,True," 6,499 ",25,6,24
2125 San Jose Ave,93611,ug-20,307000.0,3,2,1506,True," 10,118 ",36,6,24
328 W Vermont Ave,93619,Jul-20,465000.0,3,3,2220,True," 10,018 ",19,7,0
944 W Pico Ave,93612,Jul-20,230000.0,3,2,1100,True," 5,401 ",52,7,67
190 N Hughes Ave,93612,Jul-20,384000.0,4,1,-1,True," 10,750 ",41,7,67
4270 Rall Ave,93619,Jul-20,513000.0,Studio,1,-1,False," 5,967 ",-1,7,0
1939 Chennault Ln,93611,Jul-20,279000.0,Studio,1,-1,False," 2,134 ",-1,6,24
1478 Morris Ave,93611,Jul-20,280000.0,3,2,1715,True," 6,420 ",39,6,24
1442 N Ryan Ave,93619,Jul-20,501000.0,Studio,1,-1,False," 9,801 ",-1,7,0
119 Adler Ave,93612,Jul-20,412000.0,3,2,2137,True," 9,504 ",32,7,67
2471 Poe Ave,93611,Jul-20,479000.0,4,3,2714,True," 7,740 ",26,6,24
3466 Trenton Ln,93619,Jul-20,430000.0,3,4,2298,True," 6,420 ",7,7,0
311 W Paul Ave,93612,Jul-20,354000.0,3,3,2738,True," 5,227 ",28,7,67
3398 Wrenwood Ave,93619,Jul-20,585000.0,5,4,3660,True," 10,454 ",4,7,0
1462 N Ryan Ave,93619,Jul-20,442500.0,Studio,1,-1,False," 6,838 ",-1,7,0
966 Carmelita Ave,93619,Jul-20,503500.0,3,5,3058,True," 5,130 ",0,7,0
1477 Jordan Ave,93611,Jul-20,682500.0,4,3,2672,True," 8,751 ",1,6,24
2943 Quincy Ave,93619,Jul-20,444000.0,Studio,1,-1,False," 6,185 ",-1,7,0
4708 N Crestmoor Ave,93619,Jul-20,610000.0,5,3,3150,True,-1,-1,7,0
742 McArthur Ave,93611,Jul-20,390000.0,4,2.75,2440,True," 10,772 ",30,6,24
3955 Ramona Ave,93619,Jul-20,390000.0,4,3,2536,True," 4,848 ",2,7,0
3233 Monviso Ln,93619,Jul-20,302000.0,3,2.75,1560,True," 2,879 ",7,7,0
1294 Oak Ave,93611,Jul-20,430000.0,4,2,2910,True," 7,487 ",27,6,24
60 N Hughes Ave,93612,Jul-20,295000.0,3,2,1556,True," 6,499 ",43,7,67
2372 Trenton Ave,93619,Jul-20,-1.0,4,3,2999,True, 0 ,20,7,0
1150 Corazon Ave,93619,Jul-20,365500.0,Studio,1,-1,False," 8,232 ",-1,7,0
3038 Aerial Ln,93619,Jul-20,-1.0,3,2.5,1560,True," 3,149 ",5,7,0
869 Hermosa Ave,93619,Jul-20,490000.0,4,3.75,2971,True," 7,819 ",3,7,0
2372 Trenton Ave,93619,Jul-20,-1.0,4,3,2999,True, 0 ,20,7,0
1364 N Graybark Ave,93619,Jul-20,556000.0,Studio,1364 N Graybark A,-1,False," 8,712 ",-1,7,0
10416 E Fieldstone Ave,93619,Jul-20,430000.0,5,3.5,3224,True," 7,200 ",19,7,0
1812 N Graybark Ave,93619,Jul-20,390000.0,3,2,1995,True," 9,247 ",15,7,0
2042 Ellery Ave,93611,Jul-20,395000.0,3,2,2336,True," 8,398 ",36,6,24
2543 Paul Ave,93611,Jul-20,345000.0,4,2,1735,True," 7,453 ",31,6,24
3435 La Jolla Ave,93619,Jul-20,355500.0,3,2,1870,True," 5,311 ",0,7,0
1945 Chennault Ln,93611,Jul-20,301500.0,Studio,1,-1,False," 2,134 ",-1,6,24
652 N Shirley Ave,93611,Jul-20,300000.0,4,2,1550,True," 6,534 ",27,6,24
2763 Nees Ave,93611,Jul-20,643500.0,3,3,2200,True, 2.39 a,39,6,24
1645 Carolina Ave,93611,Jul-20,480000.0,5,3,2815,True, 0.30 a,27,6,24
1952 N McArthur Ave,93619,Jul-20,526000.0,5,3,2601,True," 7,875 ",16,7,0
2955 Roberts Ave,93611,Jul-20,430000.0,4,3,2287,True," 8,886 ",16,6,24
221 W Bedford Ave,93611,Jul-20,338000.0,3,2,1550,True," 4,382 ",26,6,24
3561 Lansing Ave,93619,Jul-20,377500.0,4,3,2013,True," 4,550 ",4,7,0
1562 McKelvy Ave,93611,Jul-20,525000.0,4,3,2510,True," 8,250 ",27,6,24
1951 Chennault Ln,93611,Jul-20,308000.0,Studio,1,-1,False," 2,134 ",-1,6,24
1932 Minarets Ln,93611,Jul-20,302000.0,Studio,1,-1,False,-1,0,6,24
1963 Chennault Ln,93611,Jul-20,308000.0,Studio,1,-1,False," 2,134 ",-1,6,24
1363 N Twinberry Ave,93619,Jul-20,486000.0,Studio,1,-1,False," 8,712 ",-1,7,0
581 W Derbyshire Ln,93619,Jul-20,725000.0,3,2,2432,True," 9,029 ",13,7,0
1955 N Jasmine Ave,93619,Jul-20,585000.0,4,2.75,2949,True, 0.27 a,17,7,0
3071 Redington Ave,93619,Jul-20,310000.0,3,2,1215,True," 3,824 ",10,7,0
1311 Purvis Cir,93611,Jul-20,297500.0,3,1.75,1453,True," 7,701 ",45,6,24
1009 El Molino Ave,93619,Jul-20,389500.0,Studio,1,-1,False," 5,357 ",-1,7,0
3346 Hermosa Ave,93737,Jul-20,364500.0,Studio,1,-1,False," 4,748 ",-1,0,5
1672 Norwich Ave,93611,Jul-20,225000.0,4,1.75,1813,True, 0.26 a,37,6,24
1018 El Molino Ave,93619,Jul-20,447000.0,4,3,2664,True," 5,010 ",0,7,0
2641 Buckingham Ave,93611,Jul-20,429000.0,5,3,3163,True," 7,422 ",18,6,24
1824 Stonebrook Ln E,93611,Jul-20,325500.0,3,2,1681,True," 4,268 ",24,6,24
2990 Terry Ave,93612,Jul-20,260000.0,3,2,1470,True," 8,015 ",38,7,67
2947 Twain Ave,93611,Jul-20,356000.0,3,3,1628,True," 7,562 ",17,6,24
3228 Rialto Ave,93619,Jul-20,412000.0,3,2.5,2119,True," 9,121 ",15,7,0
2602 Purdue Ave,93611,Jul-20,252000.0,4,1.75,1570,True," 10,450 ",43,6,24
3957 Lincoln Ave,93619,Jul-20,433000.0,Studio,1,-1,False," 8,145 ",-1,7,0
4358 Salem Ln,93619,Jul-20,480000.0,4,3,2522,True," 4,839 ",6,7,0
265 W Birch Ave,93611,Jul-20,275000.0,3,2,1110,True," 5,998 ",23,6,24
10579 E Fieldstone Ave,93619,Jul-20,376000.0,3,2.5,2306,True," 10,711 ",20,7,0
3854 Hampton Way,93619,Jul-20,322500.0,3,2,1440,True,-1,-1,7,0
3086 Kenosha Ave,93619,Jul-20,620000.0,4,4,2785,True," 8,751 ",3,7,0
1515 Purvis Ave,93611,Jul-20,350000.0,3,1.75,1694,True," 9,382 ",36,6,24
1693 N Broadbent Ln,93619,Jul-20,530000.0,5,3.5,3331,True," 6,420 ",7,7,0
1635 Scott Pl,93611,Jul-20,335000.0,4,2,1594,True," 7,230 ",46,6,24
1120 Corazon Ave,93619,Jul-20,392500.0,Studio,1,-1,False," 7,230 ",-1,7,0
358 W Vermont Ave,93619,Jul-20,604000.0,5,3.5,3257,True," 10,001 ",19,7,0
930 Brookside Dr,93612,Jul-20,230000.0,4,1.75,1221,True," 6,969 ",48,7,67
2113 Everglade Ave,93619,Jul-20,495000.0,4,2,2384,True," 7,562 ",17,7,0
1911 N Rogers Ave,93619,Jul-20,450000.0,4,2,2104,True," 9,618 ",14,7,0
3501 Muse Way,93619,Jul-20,297000.0,3,2.5,1608,True," 2,522 ",4,7,0
4082 Salem Ln,93619,Jul-20,349000.0,3,2,1613,True," 4,839 ",8,7,0
1842 N Whitehorse Ln,93619,Jul-20,470000.0,4,3,2257,True," 8,398 ",6,7,0
1023 N Karen Ave,93611,Jul-20,460000.0,3,2.5,2535,True," 8,250 ",23,6,24
2913 Quincy Ave,93619,Jul-20,565000.0,Studio,1,-1,False," 9,191 ",-1,7,0
1969 Chennault Ln,93611,Jul-20,295000.0,Studio,1,-1,False," 2,134 ",-1,6,24
1920 Minarets Ln,93611,Jul-20,292500.0,Studio,1,-1,False," 2,134 ",-1,6,24
4280 Rall Ave,93619,Jul-20,511500.0,Studio,1,-1,False," 5,967 ",-1,7,0
447 W Keats Ave,93612,Jul-20,245000.0,3,1.5,1630,True," 5,998 ",60,7,67
4684 N Emerald Peak Dr,93619,Jul-20,340000.0,3,2,1942,True," 7,021 ",17,7,0
16015 Sample Rd,93619,Jul-20,1000000.0,4,3.5,3208,True, 19.98 a,35,7,0
4185 Alamos Ave,93619,Jul-20,360000.0,3,1.75,1899,True," 5,227 ",2,7,0
1659 Glen Dunbar Ln,93619,Jul-20,292000.0,2,2,1271,True," 3,219 ",15,7,0
1724 Laverne Ave,93611,Jul-20,286000.0,3,2,1268,True," 7,215 ",46,6,24
2470 Lombard Ln,93619,Jul-20,293500.0,3,2.5,1212,True," 3,571 ",-1,7,0
3161 Alamos Ave,93619,Jul-20,290500.0,Studio,1,-1,False," 2,395 ",-1,7,0
1006 La Canada Ave,93619,Jul-20,455500.0,Studio,1,-1,False," 6,534 ",-1,7,0
3296 Junipero Ave,93737,Jul-20,365500.0,Studio,1,-1,False," 5,009 ",-1,0,5
3830 Leigh Ln,93619,Jul-20,390000.0,3,2,1855,True," 5,823 ",2,7,0
2534 Las Rosas Ave,93619,Jul-20,396000.0,4,1.5,2000,True," 6,534 ",2,7,0
1195 N Jasmine Ave,93611,Jul-20,490000.0,4,3,2464,True," 7,840 ",14,6,24
3688 Richmond Ave,93619,Jul-20,312500.0,4,3,1595,True," 2,086 ",8,7,0
5038 E Cole Ave,93619,Jul-20,690000.0,4,3,2865,True, 2.00 a,41,7,0
6854 N Leonard Ave,93619,Jul-20,860000.0,6,5,3431,True, 2.01 a,17,7,0
815 Joliet Ln,93619,Jul-20,299000.0,3,2.5,1464,True," 3,654 ",13,7,0
3813 Hannah Ln,93619,Jul-20,427000.0,4,3,2316,True," 5,662 ",0,7,0
1497 Whiteash Ave,93619,Jul-20,548000.0,Studio,1,-1,False, 0.26 a,-1,7,0
1870 N Hanson Ave,93619,Jul-20,885000.0,5,3.5,4183,True," 7,501 ",5,7,0
2257 Stanford Ave,93611,Jul-20,320000.0,4,2,1570,True," 7,261 ",43,6,24
161 W Pilgrim Ln,93612,Jul-20,207000.0,3,2.5,1507,True," 1,350 ",36,7,67
2524 Sierra Madre Ave,93611,Jul-20,449000.0,4,2.5,2060,True, 0.32 a,20,6,24
466 W Tenaya Ave,93612,Jul-20,450000.0,4,3,2335,True, 0.32 a,38,7,67
4247 Salem Ln,93619,Jul-20,455000.0,5,3,2428,True," 4,839 ",6,7,0
1999 N Nicolette Ave,93619,Jul-20,490000.0,4,2,2521,True," 8,751 ",12,7,0
1659 N Monaco Ln,93619,Jul-20,330000.0,3,2.5,1818,True," 3,219 ",18,7,0
1018 Ramona Ave,93612,Jul-20,267500.0,3,2,1380,True," 5,227 ",27,7,67
3426 Saginaw Ave,93619,Jul-20,365000.0,4,3,2013,True," 4,356 ",5,7,0
1942 N Todd Hedrick Ln,93619,Jul-20,359000.0,4,2.75,1960,True," 3,219 ",13,7,0
2063 Alluvial Ave,93611,Jul-20,399000.0,3,2,1515,True, 0.92 a,60,6,24
1440 Fir Ave,93611,Jul-20,315000.0,4,2,1524,True," 5,998 ",28,6,24
1893 N Filbert Ave,93619,Jul-20,740000.0,7,1,-1,True, 0.31 a,17,7,0
1652 N Villa Ave,93619,Jul-20,393000.0,3,2,1700,True," 8,624 ",19,7,0
26 W Bohemia Ln,93619,Jul-20,333000.0,3,3,1828,True," 3,036 ",14,7,0
1559 Lambourn Way,93619,Jul-20,265000.0,3,3,1212,True," 2,051 ",2,7,0
2460 Lombard Ln,93619,Jul-20,295000.0,3,2.5,1212,True," 2,570 ",-1,7,0
1926 Minarets Ln,93611,Jul-20,308000.0,3,2.5,1648,True," 2,134 ",-1,6,24
27723 Paradise Valley Ln,93619,Jul-20,672000.0,4,3,3039,True, 40.00 a,24,7,0
685 W Edinburgh Ln,93619,Jul-20,300000.0,3,2,1271,True," 3,312 ",15,7,0
1711 Fowler Ave,93611,Jul-20,315000.0,4,2,1522,True," 7,117 ",47,6,24
3494 Bellaire Ave,93619,Jul-20,365000.0,3,2.5,1833,True," 4,390 ",6,7,0
3042 Everglade Ave,93619,Jul-20,430000.0,3,2,2145,True," 8,398 ",15,7,0
931 Stanford Ave,93611,Jul-20,329000.0,3,1.75,1837,True," 8,964 ",43,6,24
6252 N Sheridan Rd,93619,Jul-20,590000.0,3,2,2279,True, 2.28 a,40,7,0
872 Fedora Ave,93612,Jul-20,200000.0,3,2,1620,True," 10,846 ",27,7,67
3875 Richmond Ave,93619,Jul-20,-1.0,3,2,1452,True," 3,201 ",12,7,0
3386 Trenton Ave,93619,Jul-20,1380000.0,5,4,4250,True, 0.34 a,2,7,0
344 N Greco Ln,93611,Jul-20,210000.0,2,1.75,1140,True,-1,-1,6,24
1110 Palo Alto Ave,93612,Jul-20,285000.0,3,2,1234,True," 6,298 ",31,7,67
713 Burl Ave,93611,Jul-20,308100.0,3,1.75,1965,True," 8,886 ",30,6,24
1727 N Hughes Ave,93619,Jul-20,410000.0,3,2,1800,True," 6,242 ",15,7,0
739 W Beverly Dr,93612,Jul-20,295000.0,4,2.5,1733,True," 6,272 ",44,7,67
1423 N Ryan Ave,93619,Jul-20,527500.0,Studio,1,-1,False," 6,621 ",-1,7,0
5445 N McCall Ave,93619,Jul-20,465000.0,3,2,1887,True, 2.30 a,43,7,0
2366 Sierra Ave,93611,Jul-20,255000.0,4,1.75,1844,True, 4.70 a,54,6,24
3425 Las Rosas Ave,93619,Jul-20,452000.0,Studio,1,-1,False," 7,318 ",-1,7,0
3247 Portland Ave,93619,Jul-20,704000.0,Studio,1,-1,False," 8,537 ",-1,7,0
1769 Megan Ave,93611,Jul-20,394000.0,3,2,2030,True," 7,701 ",16,6,24
4060 Trenton Ave,93619,Jul-20,340000.0,4,2.75,1928,True," 2,482 ",11,7,0
808 Toulouse Ln,93619,Jul-20,354000.0,3,2.5,2137,True," 3,449 ",14,7,0
2846 Dennis Ave,93611,Jul-20,330000.0,3,2,1349,True,-1,-1,6,24
3318 Powers Ave,93619,Jul-20,563000.0,4,3,2600,True," 8,751 ",15,7,0
3253 Stanford Ave,93611,Jul-20,348000.0,4,2,1940,True," 7,405 ",32,6,24
1857 Bedford Ave,93611,Jul-20,440000.0,3,2,2040,True, 0.25 a,16,6,24
3425 Las Rosas Ave,93619,Jul-20,452000.0,Studio,1,-1,False," 7,318 ",-1,7,0
8163 N Fowler Ave,93619,Jul-20,1350000.0,5,3.5,3798,True, 2.40 a,3,7,0
11900 Mendocino Ave,93619,Jul-20,462000.0,3,2,1531,True, 50.00 a,31,7,0
3848 Fairmont Ave,93619,Jul-20,372000.0,3,2.5,2112,True," 5,357 ",5,7,0
3503 Magnificent Way,93619,Jul-20,305000.0,3,3,1648,True," 1,995 ",4,7,0
3953 Serena Ave,93619,Jul-20,485000.0,4,3.25,2128,True," 8,712 ",11,7,0
4060 Trenton Ave,93619,Jul-20,340000.0,4,2.75,1928,True," 2,482 ",11,7,0
38 W Norwich Ave,93612,Jul-20,275000.0,3,1.75,1404,True," 6,930 ",48,7,67
4728 N Fallingwater Ln,93619,Jul-20,580000.0,5,4,3782,True, 0.29 a,14,7,0
3655 N Thompson Ave,93619,Jul-20,305000.0,3,2,1440,True, 4.80 a,44,7,0
436 Harvard Ave,93612,Jul-20,325000.0,3,2,1420,True," 7,100 ",91,7,67
4672 N Windward Way,93619,Jul-20,390000.0,3,2,1791,True," 8,712 ",17,7,0
1740 N Hornet Ave,93619,Jul-20,528500.0,3,3,2278,True,-1,-1,7,0
75 Oxford Ave,93612,Jul-20,360000.0,3,2,2070,True, 0.29 a,42,7,67
533 W Omaha Ave,93619,Jul-20,509000.0,4,3,2517,True," 8,502 ",21,7,0
4237 Serena Ln,93619,Jul-20,338000.0,3,2,1623,True," 3,702 ",13,7,0
724 W Santa Ana Ave,93612,Jul-20,255000.0,3,1.75,1313,True," 6,098 ",55,7,67
4093 Sussex Ave,93737,Jul-20,391500.0,Studio,1,-1,False," 4,617 ",-1,0,5
5034 N Indianola Ave,93619,Jul-20,590000.0,3,3,3753,True, 4.16 a,31,7,0
2691 Dennis Ave,93611,Jul-20,315000.0,4,2,1494,True," 6,599 ",26,6,24
2937 Twinberry Ave,93619,Jul-20,558000.0,5,4,3626,True," 7,906 ",6,7,0
1572 Robinwood Ave,93611,Jul-20,300000.0,3,2,1526,True," 6,534 ",45,6,24
3772 Wrenwood Ave,93619,Jul-20,485000.0,4,3.75,2971,True," 6,534 ",5,7,0
2675 Burgan Ave,93611,Jul-20,502000.0,4,3,2508,True," 9,147 ",5,6,24
3058 Ashcroft Ave,93619,Jul-20,398000.0,4,2.5,2743,True," 8,624 ",15,7,0
2937 Twinberry Ave,93619,Jul-20,558000.0,5,4,3626,True," 7,906 ",6,7,0
2691 Dennis Ave,93611,Jul-20,315000.0,4,2,1494,True," 6,599 ",26,6,24
3336 Dennis Ave,93619,Jul-20,460000.0,4,2,2266,True," 8,468 ",10,7,0
3772 Wrenwood Ave,93619,Jul-20,485000.0,4,3.75,2971,True," 6,534 ",5,7,0
3564 Cordova Ave,93619,Jul-20,472500.0,5,4,3024,True," 4,499 ",1,7,0
2820 Lincoln Ave,93611,Jul-20,344000.0,3,1.75,1646,True," 8,363 ",18,6,24
2270 Deauville Cir,93619,Jul-20,585000.0,4,3,3437,True," 9,121 ",17,7,0
3324 Sierra Madre Ave,93619,Jul-20,455000.0,4,3,2491,True," 7,840 ",13,7,0
1578 Gettysburg Ave,93611,Jul-20,-1.0,3,1.75,1540,True," 7,797 ",40,6,24
2686 Palo Alto Ave,93611,Jul-20,340000.0,3,2,1787,True," 6,181 ",25,6,24
10405 E Lylewood Way,93619,Jul-20,349000.0,4,2,2344,True," 7,200 ",20,7,0
729 W Indianapolis Ave,93612,Jul-20,257000.0,3,1.75,1100,True," 6,599 ",50,7,67
3967 Lincoln Ave,93619,Jul-20,455000.0,Studio,1,-1,False," 7,187 ",-1,7,0
4013 Flint Ave,93619,Jul-20,430000.0,3,3,2277,True," 6,534 ",2,7,0
2868 Graybark Ave,93619,Jul-20,549000.0,5,3,3067,True, 0.29 a,7,7,0
1415 N Greenfield Ave,93619,ul-20,523000.0,Studio,1,-1,False," 7,013 ",-1,7,0
1040 Corazon Ave,93619,ul-20,393000.0,Studio,1,-1,False," 8,755 ",-1,7,0
3174 Laverne Ave,93611,ul-20,400000.0,4,3,2674,True," 8,712 ",15,6,24
4171 San Gabriel Ave,93619,ul-20,320000.0,3,2,1635,True," 3,750 ",3,7,0
1534 Tollhouse Ln,93611,ul-20,245000.0,3,2,1445,True," 1,999 ",35,6,24
2445 Mitchell Ave,93611,ul-20,318000.0,3,1.75,1676,True," 7,562 ",34,6,24
8 San Gabriel Ave,93612,ul-20,240000.0,3,2,1320,True," 6,969 ",29,7,67
1770 N Bush Ave,93619,ul-20,505000.0,5,3,2854,True," 10,018 ",19,7,0
3044 Burgan Ave,93611,ul-20,371000.0,3,2,1707,True," 8,851 ",34,6,24
2222 Harvard Ave,93612,ul-20,355000.0,5,4,2282,True," 10,890 ",36,7,67
3303 Soledad Ave,93737,ul-20,514000.0,Studio,1,-1,False," 8,276 ",-1,0,5
2090 Hanson Ave,93611,ul-20,307000.0,4,2.5,1564,True," 5,501 ",20,6,24
3251 Enterprise Ave,93619,ul-20,536000.0,4,2.5,2496,True," 8,751 ",3,7,0
2356 Los Altos Ave,93611,ul-20,330000.0,3,2,1698,True," 7,649 ",34,6,24
4034 Heritage Ln,93619,ul-20,408000.0,4,3,2202,True," 4,839 ",11,7,0
3175 Prescott Ave,93619,ul-20,525500.0,4,2,2145,True," 9,940 ",14,7,0
2145 Boccioni Ln,93611,ul-20,215000.0,2,2,1140,True," 1,507 ",12,6,24
1424 N Greenfield Ave,93619,ul-20,520000.0,Studio,1,-1,False," 6,751 ",-1,7,0
754 Bliss Ave,93611,ul-20,296500.0,Studio,1,-1,False," 1,960 ",-1,6,24
2864 Deauville Ave,93619,ul-20,537000.0,3,3,2600,True," 6,480 ",1,7,0
632 W Palo Alto Ave,93612,ul-20,440000.0,5,3,2398,True, 0.31 a,16,7,67
1062 N Claremont Ave,93611,ul-20,340000.0,3,2,1752,True," 6,198 ",27,6,24
3180 Redington Ave,93619,ul-20,318000.0,3,2,1379,True," 7,400 ",10,7,0
25 N Burgan Ave,93611,ul-20,380000.0,4,3,2512,True," 6,298 ",26,6,24
3772 Euphoria Pl,93619,ul-20,295000.0,3,3,1648,True," 2,051 ",3,7,0
1860 N Hanson Ave,93619,ul-20,684500.0,3,3,2725,True," 7,501 ",6,7,0
13083 E Falcon Meadow Ln,93619,ul-20,490000.0,Studio,1,-1,False, 1.98 a,-1,7,0
2539 Stuart Ave,93611,ul-20,260000.0,3,2,1560,True," 7,819 ",30,6,24
2105 Agua Dulce Ave,93619,ul-20,360000.0,3,2,1899,True," 5,998 ",1,7,0
1504 N Vanguard Way,93619,ul-20,305000.0,3,2.5,1667,True," 2,130 ",7,7,0
3649 Flint Ave,93619,ul-20,425000.0,4,3,2399,True," 5,227 ",2,7,0
1451 N Harvard Ave,93619,ul-20,615000.0,4,3,2876,True, 0.29 a,17,7,0
3765 Robinwood Ave,93619,ul-20,322000.0,3,2,1515,True," 5,819 ",6,7,0
1964 Polson Ave,93611,ul-20,356000.0,4,2,1964,True," 6,534 ",24,6,24
63 W Bordeaux Ln,93619,ul-20,315000.0,3,2.75,1546,True," 3,036 ",17,7,0
1927 Chennault Ln,93611,ul-20,297000.0,Studio,1,-1,False," 2,134 ",-1,6,24
1066 La Canada Ave,93619,ul-20,343100.0,3,2,1515,True," 6,359 ",-1,7,0
1056 La Canada Ave,93619,ul-20,343500.0,Studio,1,-1,False," 6,359 ",-1,7,0
968 Purdue Ave,93611,ul-20,279000.0,3,2,1526,True," 7,501 ",45,6,24
4773 N Pinebury Way,93619,ul-20,430000.0,5,3,3100,True," 8,276 ",20,7,0
616 Houston Ave,93611,ul-20,562500.0,4,3,3063,True, 0.29 a,21,6,24
4268 Salem Ln,93619,ul-20,384000.0,3,2,1870,True," 5,279 ",6,7,0
711 W Lisbon Ln,93619,ul-20,295000.0,2,2,1271,True," 3,310 ",16,7,0
2912 Paula Dr,93612,ul-20,-1.0,3,2,1100,True," 5,998 ",53,7,67
711 Woodworth Ave,93612,ul-20,280000.0,3,2,1375,True," 7,492 ",27,7,67
4005 Harlan Ranch Blvd,93619,ul-20,290000.0,2,2.5,1300,True,-1,-1,7,0
616 Houston Ave,93611,ul-20,562500.0,4,3,3063,True, 0.29 a,21,6,24
2912 Paula Dr,93612,ul-20,-1.0,3,2,1100,True," 5,998 ",53,7,67
3319 Poe Ave,93619,ul-20,361500.0,3,2,1621,True," 5,998 ",12,7,0
2321 Magill Ave,93611,ul-20,472000.0,6,3.25,3038,True," 8,494 ",21,6,24
245 Mitchell Ave,93612,ul-20,230000.0,3,1.75,1008,True," 7,217 ",60,7,67
555 W Alamos Ave,93612,ul-20,340000.0,5,2.75,2222,True, 0.41 a,44,7,67
3602 E Shepherd Ave,93619,ul-20,350000.0,3,1.5,1400,True, 1.01 a,57,7,0
630 W Ashcroft Ave,93612,ul-20,210000.0,3,1.75,1244,True," 6,316 ",50,7,67
915 Purdue Ave,93611,Jun-20,285000.0,4,2,1750,True," 6,699 ",45,6,24
3314 Hermosa Ave,93737,Jun-20,364500.0,Studio,1,-1,False," 4,748 ",-1,0,5
1062 Kaweah Ave,93619,Jun-20,490000.0,4,3,2496,True, 0.34 a,6,7,0
2986 Indianapolis Ave,93611,Jun-20,323000.0,3,2.5,1872,True," 4,717 ",15,6,24
11032 E Crown Rdg,93619,Jun-20,540000.0,5,3.5,3085,True, 0.42 a,17,7,0
1940 N Dartmouth Ave,93619,Jun-20,489500.0,4,3,2870,True," 10,558 ",15,7,0
